"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SPLP","Steel Partners Holdings LP","13.2","351410188.8","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SCS","Steelcase Inc.","12","1468346232","n/a","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SCM","Stellus Capital Investment Corporation","7.9","98591699.8","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","24.1499","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"SCL","Stepan Company","42.85","953851798.2","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","62.61","5378104083.24","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","14.12","1831939079.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STC","Stewart Information Services Corporation","34.23","797066088","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","29.61","2058127201.62","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SFN","Stifel Financial Corporation","25.8399","1266901821.4302","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sfn",
"SWC","Stillwater Mining Company","7.32","885691788.72","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","5.36","4708794716.72","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SGY","Stone Energy Corporation","2.4","137025753.6","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","10.27","162078069.27","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","9.7","93247584.1","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"SGM","Stonegate Mortgage Corporation","3.97","102364290.32","n/a","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sgm",
"STON","StoneMor Partners L.P.","26.13","830388013.65","n/a","2004","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","11.93","332989539.64","n/a","1997","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","25.09","3182886413.85","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"SGL","Strategic Global Income Fund, Inc.","8.56","156295567.68","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sgl",
"SYK","Stryker Corporation","97.33","36549578840.56","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"RGR","Sturm, Ruger & Company, Inc.","63.84","1193905675.2","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","22.78","1383764881.06","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SCNB","Suffolk Bancorp","25.16","296705740.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scnb",
"SMFG","Sumitomo Mitsui Financial Group Inc","5.21","35616059769.25","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","9.65","836944586.85","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^A","Summit Hotel Properties, Inc.","25.7099","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^a",
"INN^B","Summit Hotel Properties, Inc.","25.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","24.601","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"SUM","Summit Materials, Inc.","16.12","1686770701.72","n/a","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","15.05","1000411034.7","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","64.88","3538972637.92","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","25.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","28.04","17169727227.48","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","5.97","277140480.27","n/a","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","3.37","215644507.16","n/a","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","22.08","34112268288.96","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SUNE","SunEdison, Inc.","1.41","446577134.52","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/sune",
"SXL","Sunoco Logistics Partners LP","18.53","5000498573.3","n/a","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","24.14","1794370110.66","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","11.94","2490573387.84","n/a","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^D","Sunstone Hotel Investors, Inc.","25.126","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^d",
"STI","SunTrust Banks, Inc.","33.53","17087323051.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","21.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","8.87","1337024461.55","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","18.99","499292846.91","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","4.21","1119482396.68","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/svu",
"SWFT","Swift Transportation Company","17.25","2466032417.25","n/a","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","9.58","254419786.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYF","Synchrony Financial","25.37","21154162448.75","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","80.86","37577925890.7","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","85.34","3386532200.16","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","27.13","3543189313.21","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJH","SYNTHETIC FIXED INCOME SECURITIES INC","9.72","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","SYNTHETIC FIXED INCOME SECURITIES INC","20.24","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","SYNTHETIC FIXED INCOME SECURITIES INC","17.34","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"GJP","Synthetic Fixed-Income Securities, Inc.","20.22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","19.311","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","17.713","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.46","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYY","Sysco Corporation","43.21","24396507469.54","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","8.31","306295697.28","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"DATA","Tableau Software, Inc.","40.25","2915374637","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","8.56","1946558389.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","13.29","642972884.58","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlrd",
"TWN","Taiwan Fund, Inc. (The)","14.11","115998310","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","22.24","115338330240","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"XRS","TAL Education Group","44.88","3586537537.44","n/a","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xrs",
"TAL","TAL International Group, Inc.","9.41","312932288.31","n/a","2005","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tal",
"TLN","Talen Energy Corporation","6.03","774908793.63","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tln",
"TEGP","Tallgrass Energy GP, LP","11.22","1764114316.8","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","27.48","1664696850.24","n/a","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"SKT","Tanger Factory Outlet Centers, Inc.","30.23","2897466690.39","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"TAOM","Taomee Holdings Limited","3.46","123092987.68","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/taom",
"NGLS","Targa Resources Partners LP","10.02","1852175968.02","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngls",
"NGLS^A","Targa Resources Partners LP","18.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","16.28","911983654.56","n/a","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","69.95","43092810119.5","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","133.82","5731948592.86","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","21.54","10971008759.82","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","67.03","4037455593.83","n/a","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","25.2381","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","12.35","1510002686.4","n/a","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tmhc",
"TCP","TC PipeLines, LP","39.09","2583035185.29","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tcp",
"TCB","TCF Financial Corporation","10.95","1856838234.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcb",
"TCB.WS","TCF Financial Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb.ws",
"TCB^B","TCF Financial Corporation","25.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^b",
"TCB^C","TCF Financial Corporation","24.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^c",
"TCPI","TCP International Holdings Ltd.","0.74","21025160.46","n/a","2014","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/tcpi",
"TSI","TCW Strategic Income Fund, Inc.","5.13","244634089.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tsi",
"TEL","TE Connectivity Ltd.","54.49","20143734385.64","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TMH","Team Health Holdings, Inc.","34.22","2483809868.06","n/a","2009","Technology","Professional Services","http://www.nasdaq.com/symbol/tmh",
"TISI","Team, Inc.","23.13","505082732.22","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tisi",
"TCK","Teck Resources Ltd","4.68","2653087993.92","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/tck",
"TE","TECO Energy, Inc.","27.18","6393572056.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/te",
"TK","Teekay Corporation","5.87","426788552.06","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","10.67","848414380","n/a","2005","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tgp",
"TOO","Teekay Offshore Partners L.P.","2.79","298530000","n/a","2006","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/too",
"TOO^A","Teekay Offshore Partners L.P.","10","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^a",
"TOO^B","Teekay Offshore Partners L.P.","11.96","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^b",
"TNK","Teekay Tankers Ltd.","4.03","615784000","n/a","2007","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tnk",
"GCI","TEGNA Inc.","14.58","1683390280.86","n/a","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/gci",
"TGNA","TEGNA Inc.","22.17","4914925163.7","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","17.85","369158598.9","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","21.76","615366881.28","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","13.96","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","16.36","250101471.36","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","12.36","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/thw",
"TDOC","Teladoc, Inc.","11.92","458367949.04","n/a","2015","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","15.05","2917170411.05","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/teo",
"TI","Telecom Italia S.P.A.","9.65","18814678446.15","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TI.A","Telecom Italia S.P.A.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ti.a",
"TDY","Teledyne Technologies Incorporated","78.93","2797417801.08","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","132.64","5518071108.32","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","8.78","14846847623.94","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","9.77","47524614022.27","n/a","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tef",
"TDA","Telephone and Data Systems, Inc.","23.8","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","24.02","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","25","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","24.51","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","23.36","2540654180.16","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tds",
"TU","TELUS Corporation","28.44","16902133683.12","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","14.81","527974293.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","9.19","165779466.85","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","9.11","436912821.45","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","5.87","787426207.46","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","54.13","3368852272.25","n/a","2003","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tpx",
"TS","Tenaris S.A.","20.85","12307096452.75","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ts",
"THC","Tenet Healthcare Corporation","24","2392060992","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/thc",
"TNC","Tennant Company","52.69","939842752.97","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","42.92","2481153309.72","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","25.29","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.22","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tve",
"TDC","Teradata Corporation","23.07","3068310000","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/tdc",
"TER","Teradyne, Inc.","17.72","3641767247.08","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","20.54","2228590000","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","11.88","2381635206.72","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tx",
"TNH","Terra Nitrogen Company, L.P.","106.12","1982920965.76","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/tnh",
"TRNO","Terreno Realty Corporation","20.67","895229254.53","n/a","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/trno",
"TRNO^A","Terreno Realty Corporation","25.748","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trno^a",
"TSO","Tesoro Corporation","71.07","8556147504.75","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/tso",
"TLLP","Tesoro Logistics LP","38.27","3392022720.76","n/a","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tllp",
"TTI","Tetra Technologies, Inc.","4.9","393127700.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tti",
"TEVA","Teva Pharmaceutical Industries Limited","55.75","47499000000","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/teva",
"TPL","Texas Pacific Land Trust","118","964542148","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tpl",
"TGH","Textainer Group Holdings Limited","8.78","500600304.4","n/a","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","32.08","8779346367.84","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/txt",
"TXTR","Textura Corporation","13.93","363395712.89","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/txtr",
"TTF","Thai Fund, Inc. (The)","6.82","85322148.78","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/ttf",
"AES","The AES Corporation","9.17","6170146016.37","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes",
"AES^C","The AES Corporation","49.7265","0","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes^c",
"BX","The Blackstone Group L.P.","24.63","28963996915.98","n/a","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/bx",
"SCHW","The Charles Schwab Corporation","22.82","30043063143.66","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/schw",
"SCHW^B","The Charles Schwab Corporation","25.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^b",
"SCHW^C","The Charles Schwab Corporation","25.73","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^c",
"SRV","The Cushing MLP Total Return Fund","8.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/srv",
"GRX","The Gabelli Healthcare & Wellness Trust","9.02","134908658.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx",
"GRX^A","The Gabelli Healthcare & Wellness Trust","26.2499","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^a",
"GRX^B","The Gabelli Healthcare & Wellness Trust","26.935","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","9.6701","198138908.1551","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/gdl",
"GDL^B","The GDL Fund","50.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdl^b",
"THG","The Hanover Insurance Group, Inc.","81.78","3536761413.48","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.22","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thga",
"RUBI","The Rubicon Project, Inc.","12.15","539202735.9","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rubi",
"TRV","The Travelers Companies, Inc.","107.49","32700478382.04","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/trv",
"TMO","Thermo Fisher Scientific Inc","126.48","50477876969.52","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tmo",
"THR","Thermon Group Holdings, Inc.","16.49","531240092.06","n/a","2011","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/thr",
"TPRE","Third Point Reinsurance Ltd.","10.99","1159217957.59","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tpre",
"TSLF","THL Credit Senior Loan Fund","14.39","0","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/tslf",
"TCRX","THL Credit, Inc.","24.399","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/tcrx",
"TCRZ","THL Credit, Inc.","24.05","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tcrz",
"TRI","Thomson Reuters Corp","35.71","27303682593.44","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","49.6","2603137704","n/a","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/tho",
"TDW","Tidewater Inc.","4.67","219347985.3","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tdw",
"TIER","TIER REIT, Inc.","13.43","637002305.28","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tier",
"TIF","Tiffany & Co.","61.73","7914517006.66","n/a","1987","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/tif",
"TLYS","Tilly&#39;s, Inc.","6.31","179671779.23","n/a","2012","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlys",
"TSU","TIM Participacoes S.A.","7.5","3630354885","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tsu",
"TIME","Time Inc.","12.51","1373279720.58","n/a","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/time",
"TWC","Time Warner Cable Inc","184.99","52388714959.49","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/twc",
"TWX","Time Warner Inc.","62.26","49775627228.14","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/twx",
"TKR","Timken Company (The)","29.89","2480677358.95","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/tkr",
"TMST","Timken Steel Corporation","7.56","334093326.84","n/a","2014","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tmst",
"TWI","Titan International, Inc.","3.05","164172377.45","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/twi",
"TJX","TJX Companies, Inc. (The)","69.87","46780000243.23","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tjx",
"TOL","Toll Brothers Inc.","25.04","4365022880","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tol",
"TR","Tootsie Roll Industries, Inc.","32.26","1975690792.4","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tr",
"BLD","TopBuild Corp.","23.72","893811465.8","n/a","2015","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/bld",
"TMK","Torchmark Corporation","50.12","6181312881.8","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/tmk",
"TMK^B","Torchmark Corporation","25.98","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tmk^b",
"TTC","Toro Company (The)","73.4","4018075424.8","n/a","n/a","Capital Goods","Tools/Hardware","http://www.nasdaq.com/symbol/ttc",
